CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
EVTDESC1208;After the swallowing of the Sudetenland, Hitler used a small group of Slovakian patriots around Tiso, more or less forcing them to proclaim an independent Slovakia. At the same time German troops started to move across the Czechoslovakian border on the pretext of ‘protecting’ the Slovak people. Swiftly demanding the Czech president come to Germany to discuss recent ‘Czech problems’ Hitler managed to isolate and threaten the Czech leader into submission. A few days later the German Army had full control of the former Czechoslovakia.;"Après l'annexion des Sudètes, Hitler manipule un petit groupe de nationalistes slovaques mené par Mgr Tiso, les amenant à proclamer l'indépendance de la Slovaquie. Au même moment, les troupes allemandes pénètrent en Tchécoslovaquie, prétextant la nécessité de 'protéger' le peuple slovaque. Exigeant la venue du président tchèque en Allemagne afin de discuter des 'récents problèmes en Tchécoslovaquie"", Hitler parvient à l'isoler et à le contraindre à se soumettre sous la menace. Quelques jours plus tard, l'armée allemande contrôle la totalité du territoire de l'ex-Tchécoslovaquie.";Nach der Einverleibung des Sudetenlands zwang Hitler eine Gruppe slowakischer Patrioten um Tiso, die Slowakei für unabhängig zu erklären. Gleichzeitig überquerten deutsche Truppen die tschechoslowakische Grenze unter dem Vorwand, das slowakische Volk schützen zu wollen. Hitler bestellte den tschechischen Präsidenten zur Besprechung der jüngsten ‘tschechischen Probleme’ eilig nach Deutschland, wo er ihn isolieren und zum Einlenken zwingen konnte. Wenige Tage später hatte die Wehrmacht völlige Kontrolle über die ehemalige Tschechoslowakei.;;Tras la absorción de los Sudetes, Hitler utilizó a un grupo de patriotas eslovacos reunidos en torno a Tiso, forzándoles casi a proclamar la independencia de Eslovaquia. Al mismo tiempo, las tropas alemanas empezaron a cruzar la frontera checoslovaca con el pretexto de 'proteger' al pueblo eslovaco. Exigiendo al presidente checo que se presentase de inmediato en Alemania para discutir recientes 'problemas checos', Hitler consiguió aislar y someter mediante amenazas al líder checo. Unos días más tarde, el ejército alemán controlaba por completo la antigua Checoslovaquia.;;;;;;;;;x
EVTOPTA1208;OK;OK;OK;;OK;;;;;;;;;x
EVTNAME1209;The End of Czechoslovakia - Ruthenia ceded to Hungary;La fin de la Tchécoslovaquie - La Ruthénie cédée à la Hongrie;Das Ende der Tschechoslowakei - Ruthenien an Ungarn abgetreten;;El fin de Checoslovaquia: Rutenia es cedida a Hungría;;;;;;;;;x
EVTDESC1209;After the swallowing of the Sudetenland, Hitler used a small group of Slovakian patriots around Tiso, more or less forcing them to proclaim an independent Slovakia. At the same time German troops started to move across the Czechoslovakian border on the pretext of ‘protecting’ the Slovak people. Swiftly demanding the Czech president come to Germany to discuss recent ‘Czech problems’ Hitler managed to isolate and threaten the Czech leader into submission. A few days later the German Army had full control of the former Czechoslovakia.;"Après l'annexion des Sudètes, Hitler manipule un petit groupe de nationalistes slovaques mené par Mgr Tiso, les amenant à proclamer l'indépendance de la Slovaquie. Au même moment, les troupes allemandes pénètrent en Tchécoslovaquie, prétextant la nécessité de 'protéger' le peuple slovaque. Exigeant la venue du président tchèque en Allemagne afin de discuter des 'récents problèmes en Tchécoslovaquie"", Hitler parvient à l'isoler et à le contraindre à se soumettre sous la menace. Quelques jours plus tard, l'armée allemande contrôle la totalité du territoire de l'ex-Tchécoslovaquie.";Nach der Einverleibung des Sudetenlands zwang Hitler eine Gruppe slowakischer Patrioten um Tiso, die Slowakei für unabhängig zu erklären. Gleichzeitig überquerten deutsche Truppen die tschechoslowakische Grenze unter dem Vorwand, das slowakische Volk schützen zu wollen. Hitler bestellte den tschechischen Präsidenten zur Besprechung der jüngsten ‘tschechischen Probleme’ eilig nach Deutschland, wo er ihn isolieren und zum Einlenken zwingen konnte. Wenige Tage später hatte die Wehrmacht völlige Kontrolle über die ehemalige Tschechoslowakei.;;Tras la absorción de los Sudetes, Hitler utilizó a un grupo de patriotas eslovacos reunidos en torno a Tiso, forzándoles casi a proclamar la independencia de Eslovaquia. Al mismo tiempo, las tropas alemanas empezaron a cruzar la frontera checoslovaca con el pretexto de 'proteger' al pueblo eslovaco. Exigiendo al presidente checo que se presentase de inmediato en Alemania para discutir recientes 'problemas checos', Hitler consiguió aislar y someter mediante amenazas al líder checo. Unos días más tarde, el ejército alemán controlaba por completo la antigua Checoslovaquia.;;;;;;;;;x
EVTOPTA1209;OK;OK;OK;;OK;;;;;;;;;x
EVTNAME1301;German Claims on Memel;Exigences allemandes sur Memel;Deutsche Ansprüche auf das Memelland;;Reclamación alemana de Memel;;;;;;;;;x
EVTDESC1301;On 22nd March 1939 after immense pressure and with German forces ready to attack the Lithuanian government accept to give Memel (Klaipeda) to Germany and to sign a non-aggression pact.;Le 22 mars 1939, sous la pression virulente de l'Allemagne qui menace d'envoyer ses troupes, le gouvernement lituanien accepte de céder Memel (Klaïpeda) à l'Allemagne et de signer un pacte de non-agression.;Am 22. März 1939 trat die litauische Regierung unter enormem Druck und angesichts angriffsbereiter deutscher Truppen das Memelland (Klaipeda) an Deutschland ab und unterzeichnete einen Nichtangriffspakt.;;El 22 de marzo de 1939, después de muchas presiones y con fuerzas alemanas preparadas para atacar, el gobierno lituano acepta entregar Memel a Alemania y firmar un pacto de no agresión.;;;;;;;;;x
EVTOPTA1301;Cede Memel to Germany;Céder Memel à l'Allemagne;Memelland an Deutschland abgeben;;Ceder Memel a Alemania;;;;;;;;;x
EVTOPTB1301;Never!;Jamais !;Niemals!;;¡Nunca!;;;;;;;;;x
EVTNAME1302;Claiming Memel - Lithuania Agrees!;Exigences sur Memel - La Lituanie accepte !;Anspruch auf das Memelland - Litauen stimmt zu!;;La reclamación de Memel: ¡Lituania acepta!;;;;;;;;;x
EVTDESC1302;On 22nd March 1939 after immense pressure and with German forces ready to attack, the Lithuanian government agree to give Memel (Klaipeda) to Germany and to sign a non-aggression pact.;Le 22 mars 1939, sous la pression virulente de l'Allemagne qui menace d'envoyer ses troupes, le gouvernement lituanien accepte de céder Memel (Klaïpeda) à l'Allemagne et de signer un pacte de non-agression.;Am 22. März 1939 trat die litauische Regierung unter enormem Druck und angesichts angriffsbereiter deutscher Truppen das Memelland (Klaipeda) an Deutschland ab und unterzeichnete einen Nichtangriffspakt.;;El 22 de marzo de 1939, después de muchas presiones y con las fuerzas alemanas preparadas para atacar, el gobierno lituano acepta entregar Memel a Alemania y firmar un pacto de no agresión.;;;;;;;;;x
EVTOPTA1302;OK;OK;OK;;OK;;;;;;;;;x
EVTNAME1303;Claiming Memel - Lithuania Refuses!;Exigences sur Memel - La Lituanie refuse !;Anspruch auf das Memelland - Litauen lehnt ab!;;La reclamación de Memel: ¡Lituania no acepta!;;;;;;;;;x
EVTDESC1303;On 22nd March 1939 after immense pressure and with German forces ready to attack, the Lithuanian government agree to give Memel (Klaipeda) to Germany and to sign a non-aggression pact.;Le 22 mars 1939, sous la pression virulente de l'Allemagne qui menace d'envoyer ses troupes, le gouvernement lituanien accepte de céder Memel (Klaïpeda) à l'Allemagne et de signer un pacte de non-agression.;Am 22. März 1939 trat die litauische Regierung unter enormem Druck und angesichts angriffsbereiter deutscher Truppen das Memelland (Klaipeda) an Deutschland ab und unterzeichnete einen Nichtangriffspakt.;;El 22 de marzo de 1939, después de muchas presiones y con las fuerzas alemanas preparadas para atacar, el gobierno lituano acepta entregar Memel a Alemania y firmar un pacto de no agresión.;;;;;;;;;x
EVTOPTA1303;OK;OK;OK;;OK;;;;;;;;;x
EVTNAME1401;The UK offers an Alliance;Le RU offre une alliance;Großbritannien bietet Bündnis an;;Gran Bretaña ofrece una alianza;;;;;;;;;x
EVTDESC1401;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built. This time Hitler met real resistance. On 31 March 1939 the British and French guaranteed the borders of Poland. Encouraged by the guarantee, the Poles were not about to compromise. Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict. British attempts at negotiation with the Soviet Union were, however, lacklustre. Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest. Then the Nazis pulled what Manfred von Schröder calls a stroke of 'courage' and 'genius' - they signed their own treaty with the Soviet Union, their greatest ideological enemy.;Ribbentrop demande aux Polonais la restitution de Dantzig et l'accord à l'Allemagne d'une bande de terre traversant le 'corridor de Dantzig' qui permettrait de relier la Prusse Orientale au reste de l'Allemagne par une ligne de chemin de fer. Cette fois, Hitler fait face à un refus déterminé. Le 31 mars 1939, les Britanniques et les Français se portent garants des frontières de la Pologne. Encouragés par ce geste, les Polonais rejettent tout compromis. Puis, au fil de l'année 1939, il devient évident que le destin de l'Europe dépend aussi de la position de Staline. S'il s'était allié avec les Britanniques, l'Allemagne aurait dû envisager une guerre sur deux fronts simultanés dans le cas où ses ambitions expansionnistes l'auraient poussée à la guerre. Les médiocres tentatives britanniques pour négocier avec l'Union Soviétique se heurtent cependant à des obstacles tant idéologiques que pratiques (Staline avait purgé l'Armée Rouge en exécutant des milliers d'officiers, confortant les puissances occidentales dans leur conviction que la puissance militaire soviétique était limitée). Staline refuse également de se laisser entraîner dans une guerre qui lui offre peu de gratifications personnelles. Puis les Nazis abattent leur atout maître, que Manfred von Schröder appelle un coup d'audace et de génie : ils signent leur propre traité avec l'Union Soviétique, leur ennemi idéologique juré !;Ribbentrop bat Polen um die Rückgabe Danzigs und eines Streifens deutschen Territoriums, über das Ostpreußen und der Rest Deutschlands über eine Eisenbahnstrecke verbunden werden könnte. Mit diesem Vorhaben stieß Hitler jedoch auf erheblichen Widerstand: Am 31. März 1939 garantierten England und Frankreich die Grenzen Polens, das sich ermutigt durch diese Sicherheit nicht kompromissbereit zeigte. Im weiteren Verlaufe des Jahres 1939 spitzte sich die Lage wegen der Haltung der Sowjetunion zu: Sollte sich Stalin mit England verbünden, würde Deutschland im schlimmsten Falle einen Zweifrontenkrieg riskieren. Die Briten jedoch führten aus ideologischen wie praktischen Gründen eher lustlose Verhandlungen mit der Sowjetunion. Darüber hinaus war Stalin nicht gewillt, sich in einen Krieg hineinziehen zu lassen, der ihm aus seiner Sicht kaum etwas zu bieten hatte. Schließlich vollzogen die Nazis einen Schachzug, den Manfred von Schröder als 'mutig' und 'genial' bezeichnete – sie unterzeichneten einen Vertrag mit der Sowjetunion, ihrem größten ideologischen Feind.;;Ribbentrop pidió a los polacos que devolviesen Danzig y una franja de territorio alemán a lo largo del corredor polaco en la que poder construir un enlace por carretera y ferrocarril bajo control alemán que comunicase a Prusia Oriental con el resto de Alemania. Esta vez Hitler se encontró con verdadera resistencia. El 31 de marzo, los británicos y los franceses garantizaron la integridad de las fronteras polacas. Alentados por esta garantía, los polacos se negaron a transigir. Luego, a medida que avanzaba 1939, la postura de la Unión Soviética se volvió decisiva. Si Stalin se aliaba con Gran Bretaña, Alemania se arriesgaría a una guerra en dos frentes si forzaba un conflicto mundial. Sin embargo, los intentos británicos de negociación con la Unión Soviética fueron estériles, por razones tanto ideológicas como prácticas. Stalin tampoco estaba dispuesto a que le empujaran a una guerra que le ofrecía poco en lo que referente a sus estrechas y egoístas miras. Entonces los nazis lograron lo que Manfred von Schröder llama un golpe de 'valor' y 'genio': la firma de un tratado propio con la Unión Soviética, su mayor enemigo ideológico.;;;;;;;;;x
EVTOPTA1401;Accept;Accepter;Akzeptieren;;Aceptar;;;;;;;;;x
EVTOPTB1401;Decline;Refuser;Ablehnen;;Rehusar;;;;;;;;;x
EVTNAME1402;Guarantee Independence of Poland - Poland Accepts;Garantir l'indépendance de la Pologne - La Pologne accepte;Polnische Unabhängigkeit garantieren - Polen akzeptiert;;Garantizar la independencia de Polonia: Polonia acepta;;;;;;;;;x
EVTDESC1402;Ribbentrop asked the Poles for the return of Danzig and a strip of German territory across the Polish corridor on which a German-run road and rail link could be built. This time Hitler met real resistance. On 31 March 1939 the British and French guaranteed the borders of Poland. Encouraged by the guarantee, the Poles were not about to compromise. Then, as 1939 progressed, the position of the Soviet Union became critical. If Stalin allied himself with Britain, Germany would run the risk of a two-front war if she pushed the world to conflict. British attempts at negotiation with the Soviet Union were, however, lacklustre. Stalin was also unwilling to be pushed into a war which offered him little in terms of his own narrow self-interest. Then the Nazis pulled what Manfred von Schröder calls a stroke of 'courage' and 'genius' - they signed their own treaty with the Soviet Union, their greatest ideological enemy.;Ribbentrop demande aux Polonais la restitution de Dantzig et l'accord à l'Allemagne d'une bande de terre traversant le 'corridor de Dantzig' qui permettrait de relier la Prusse Orientale au reste de l'Allemagne par une ligne de chemin de fer. Cette fois, Hitler fait face à un refus déterminé. Le 31 mars 1939, les Britanniques et les Français se portent garants des frontières de la Pologne. Encouragés par ce geste, les Polonais rejettent tout compromis. Puis, au fil de l'année 1939, il devient évident que le destin de l'Europe dépend aussi de la position de Staline. S'il s'était allié avec les Britanniques, l'Allemagne aurait dû envisager une guerre sur deux fronts simultanés dans le cas où ses ambitions expansionnistes l'auraient poussée à la guerre. Les médiocres tentatives britanniques pour négocier avec l'Union Soviétique se heurtent cependant à des obstacles tant idéologiques que pratiques (Staline avait purgé l'Armée Rouge en exécutant des milliers d'officiers, confortant les puissances occidentales dans leur conviction que la puissance militaire soviétique était limitée). Staline refuse également de se laisser entraîner dans une guerre qui lui offre peu de gratifications personnelles. Puis les Nazis abattent leur atout maître, que Manfred von Schröder appelle un coup d'audace et de génie : ils signent leur propre traité avec l'Union Soviétique, leur ennemi idéologique juré !;Ribbentrop bat Polen um die Rückgabe Danzigs und eines Streifens deutschen Territoriums, über das Ostpreußen und der Rest Deutschlands über eine Eisenbahnstrecke verbunden werden könnte. Mit diesem Vorhaben stieß Hitler jedoch auf erheblichen Widerstand: Am 31. März 1939 garantierten England und Frankreich die Grenzen Polens, das sich ermutigt durch diese Sicherheit nicht kompromissbereit zeigte. Im weiteren Verlaufe des Jahres 1939 spitzte sich die Lage wegen der Haltung der Sowjetunion zu: Sollte sich Stalin mit England verbünden, würde Deutschland im schlimmsten Falle einen Zweifrontenkrieg riskieren. Die Briten jedoch führten aus ideologischen wie praktischen Gründen eher lustlose Verhandlungen mit der Sowjetunion. Darüber hinaus war Stalin nicht gewillt, sich in einen Krieg hineinziehen zu lassen, der ihm aus seiner Sicht kaum etwas zu bieten hatte. Schließlich vollzogen die Nazis einen Schachzug, den Manfred von Schröder als 'mutig' und 'genial' bezeichnete – sie unterzeichneten einen Vertrag mit der Sowjetunion, ihrem größten ideologischen Feind.;;Ribbentrop pidió a los polacos que devolviesen Danzig y una franja de territorio alemán a lo largo del corredor polaco en la que poder construir un enlace por carretera y ferrocarril bajo control alemán que comunicase a Prusia Oriental con el resto de Alemania. Esta vez Hitler se encontró con verdadera resistencia. El 31 de marzo, los británicos y los franceses garantizaron la integridad de las fronteras polacas. Alentados por esta garantía, los polacos se negaron a transigir. Luego, a medida que avanzaba 1939, la postura de la Unión Soviética se volvió decisiva. Si Stalin se aliaba con Gran Bretaña, Alemania se arriesgaría a una guerra en dos frentes si forzaba un conflicto mundial. Sin embargo, los intentos británicos de negociación con la Unión Soviética fueron estériles, por razones tanto ideológicas como prácticas. Stalin tampoco estaba dispuesto a que le empujaran a una guerra que le ofrecía poco en lo que referente a sus estrechas y egoístas miras. Entonces los nazis lograron lo que Manfred von Schröder llama un golpe de 'valor' y 'genio': la firma de un tratado propio con la Unión Soviética, su mayor enemigo ideológico.;;;;;;;;;x
